105年07月12日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="048497",新日光元大61購02,"223,000",4,"184,860",0.83,0.83,0.82,0.82,X,0.00,0.79,100,0.81,100,17.10
="048498",新日光元大61購03,"301,000",5,"326,070",1.09,1.09,1.07,1.07,－,0.02,1.06,100,--,0,17.10
="048499",盟立元大61購01,"910,000",84,"1,728,710",2.00,2.04,1.82,1.87,＋,0.01,1.88,2,1.91,5,47.25
04849P,聯發科元大61售04,0,0,0,--,--,--,--,,0.00,1.50,100,1.51,100,0.00
="048500",群創元大61購01,"260,000",4,"224,000",0.85,0.87,0.85,0.87,－,0.11,0.85,100,0.87,100,10.55
="048501",漢翔元大61購01,"1,251,000",13,"1,057,300",0.87,0.87,0.84,0.85,－,0.02,0.83,190,0.84,100,43.00
="048502",碩天元大61購01,"280,000",3,"358,400",1.28,1.28,1.28,1.28,＋,0.01,1.24,100,1.25,100,112.00
="048503",綠悅元大61購01,"224,000",8,"496,340",2.28,2.28,2.20,2.23,－,0.14,2.15,10,2.18,100,153.00
="048504",潤泰全元大61購01,0,0,0,--,--,--,--,,0.00,1.37,100,1.38,100,49.35
="048505",儒鴻元大61購01,"1,947,000",44,"2,046,740",0.99,1.13,0.96,1.08,＋,0.14,1.08,25,1.09,100,303.00
="048506",聯茂元大61購01,"2,672,000",92,"3,313,690",1.12,1.38,1.12,1.25,＋,0.14,1.20,10,1.55,5,34.10
="048507",鑽全元大61購01,"1,054,000",41,"1,251,380",1.21,1.23,1.15,1.17,－,0.10,1.16,10,1.17,100,93.50
="048508",鈺齊元大61購01,"1,152,000",27,"1,580,570",1.40,1.41,1.34,1.37,－,0.02,1.35,10,1.37,35,63.30
="048509",正新兆豐62購01,0,0,0,--,--,--,--,,0.00,1.18,10,1.19,10,66.60
04850P,鴻海元大61售01,0,0,0,--,--,--,--,,0.00,1.46,100,1.47,100,0.00
="048510",玉山金兆豐62購01,"103,000",3,"103,000",1.00,1.00,1.00,1.00,＋,0.02,1.01,10,1.02,10,18.95
="048511",同欣電兆豐62購01,"375,000",6,"334,980",0.91,0.91,0.87,0.87,－,0.05,0.81,10,0.82,10,116.50
="048512",亞德客兆豐62購01,"20,000",2,"24,450",1.20,1.23,1.20,1.23,－,0.05,1.25,10,1.26,10,247.50
="048513",佳世達兆豐62購01,"727,000",7,"763,920",1.07,1.07,1.03,1.03,－,0.03,1.05,10,1.06,10,11.65
="048514",聯電兆豐62購01,"1,476,000",55,"1,397,020",0.98,1.01,0.91,1.00,－,0.02,0.99,10,1.01,10,12.45
="048515",鴻海兆豐62購01,0,0,0,--,--,--,--,,0.00,1.83,10,1.84,10,83.30
="048516",台橡群益61購01,0,0,0,--,--,--,--,,0.00,1.02,25,1.03,10,27.70
="048517",金寶群益61購01,0,0,0,--,--,--,--,,0.00,0.87,25,0.88,10,12.10
="048518",長虹群益61購01,"10,000",1,"7,900",0.79,0.79,0.79,0.79,－,0.03,0.79,25,0.80,10,62.50
="048519",昱晶群益61購01,"165,000",3,"138,600",0.84,0.84,0.84,0.84,X,0.00,0.80,25,0.81,10,24.20
04851P,鴻海元大62售01,"180,000",2,"208,200",1.17,1.17,1.14,1.14,－,0.02,1.12,100,1.13,100,0.00
="048520",昱晶群益61購02,0,0,0,--,--,--,--,,0.00,0.99,25,1.00,10,24.20
="048521",皇翔群益61購01,0,0,0,--,--,--,--,,0.00,1.28,25,1.29,10,37.85
="048522",茂林群益62購01,"89,000",3,"129,950",1.45,1.49,1.45,1.46,＋,0.06,1.45,25,1.50,10,76.10
="048523",智易群益61購01,"234,000",5,"309,100",1.31,1.35,1.29,1.35,－,0.06,1.33,25,1.34,10,56.20
="048524",智易群益61購02,"2,000",1,"1,940",0.97,0.97,0.97,0.97,X,0.00,0.96,25,0.97,10,56.20
="048525",新日光群益61購01,"210,000",2,"193,340",0.92,0.93,0.92,0.93,X,0.00,0.89,25,0.90,10,17.10
="048526",潤泰全群益61購01,0,0,0,--,--,--,--,,0.00,1.23,25,1.24,10,49.35
="048527",鑽全群益61購01,"241,000",8,"225,720",0.94,0.94,0.91,0.91,－,0.07,0.89,25,0.90,10,93.50
="048528",鑽全群益61購02,"337,000",8,"357,950",1.07,1.07,0.97,0.97,－,0.17,1.01,25,1.02,10,93.50
="048529",鑽全群益61購03,0,0,0,--,--,--,--,,0.00,0.90,25,0.91,10,93.50
04852P,卜蜂國泰62售01,0,0,0,--,--,--,--,,0.00,1.06,30,1.07,30,0.00
="048530",卜蜂永豐61購01,"806,000",11,"964,400",1.16,1.23,1.16,1.23,＋,0.05,1.18,10,1.19,10,37.65
="048531",大成永豐61購01,"461,000",11,"415,990",0.89,0.91,0.89,0.91,＋,0.03,0.90,10,0.91,10,29.90
="048532",王品永豐61購01,0,0,0,--,--,--,--,,0.00,0.90,10,0.91,10,114.50
="048533",台橡永豐61購01,0,0,0,--,--,--,--,,0.00,0.83,10,0.84,10,27.70
="048534",台耀永豐61購01,"30,000",2,"21,300",0.72,0.72,0.69,0.69,－,0.03,0.68,10,0.69,10,107.50
="048535",宏全永豐61購01,0,0,0,--,--,--,--,,0.00,0.70,10,0.71,10,48.00
="048536",明泰永豐61購01,"928,000",44,"1,055,290",1.10,1.19,1.09,1.16,＋,0.10,1.15,12,1.16,10,20.15
="048537",金寶永豐61購01,"20,000",2,"22,900",1.15,1.15,1.14,1.14,＋,0.01,1.11,10,1.12,10,12.10
="048538",長虹永豐61購01,"200,000",5,"182,000",0.91,0.91,0.91,0.91,－,0.03,0.89,10,0.90,10,62.50
="048539",昱晶永豐61購01,"144,000",1,"118,080",0.82,0.82,0.82,0.82,X,0.00,0.78,10,0.79,10,24.20
04853P,大立光統一62售02,"29,000",4,"20,710",0.74,0.74,0.67,0.67,－,0.12,0.67,20,0.68,10,0.00
="048540",皇翔永豐61購01,"2,000",1,"1,740",0.87,0.87,0.87,0.87,－,0.15,0.87,10,0.88,10,37.85
="048541",堤維西永豐61購01,"708,000",22,"796,800",1.14,1.16,1.08,1.10,－,0.04,1.08,10,1.09,10,27.70
="048542",晶華永豐61購01,0,0,0,--,--,--,--,,0.00,0.89,10,0.90,10,191.00
="048543",晶豪科永豐61購01,"336,000",6,"387,130",1.14,1.17,1.14,1.17,－,0.09,1.14,10,1.15,10,27.85
="048544",智伸科永豐61購01,"1,549,000",27,"1,087,200",0.70,0.74,0.68,0.74,＋,0.04,0.73,10,0.74,10,119.50
="048545",勤美永豐61購01,"849,000",16,"645,480",0.70,0.79,0.70,0.77,＋,0.01,0.79,10,0.80,15,38.30
="048546",新日光永豐61購01,"217,000",4,"147,560",0.68,0.68,0.68,0.68,X,0.00,0.65,10,0.66,10,17.10
="048547",盟立永豐61購01,"2,969,000",115,"4,588,350",1.59,1.65,1.43,1.48,－,0.05,1.48,1,1.60,25,47.25
="048548",漢翔永豐61購01,"430,000",3,"374,100",0.87,0.87,0.87,0.87,,0.00,0.85,10,0.86,10,43.00
="048549",碩天永豐61購01,"436,000",6,"363,040",0.84,0.84,0.81,0.81,－,0.04,0.82,10,0.83,10,112.00
04854P,GIS群益62售02,0,0,0,--,--,--,--,,0.00,1.54,25,1.55,10,0.00
="048550",綠悅永豐61購01,"625,000",10,"493,300",0.81,0.81,0.77,0.79,－,0.06,0.78,85,0.79,10,153.00
="048551",潤泰全永豐61購01,0,0,0,--,--,--,--,,0.00,0.84,10,0.85,10,49.35
="048552",聯茂永豐61購01,"1,140,000",44,"1,559,190",1.21,1.51,1.21,1.36,＋,0.16,1.35,10,1.36,10,34.10
="048553",鈺齊永豐61購01,"588,000",15,"459,880",0.79,0.79,0.77,0.77,－,0.01,0.76,10,--,0,63.30
="048554",大成中信61購01,"51,000",3,"70,380",1.38,1.38,1.38,1.38,X,0.00,1.37,30,1.38,26,29.90
="048555",智易中信61購01,0,0,0,--,--,--,--,,0.00,1.04,30,1.05,30,56.20
="048556",綠悅中信61購01,"197,000",2,"283,680",1.44,1.44,1.44,1.44,－,0.13,1.40,30,1.41,30,153.00
="048557",鑽全中信61購01,0,0,0,--,--,--,--,,0.00,0.80,30,0.81,10,93.50
="048558",漢翔玉山61購01,"242,000",7,"449,120",1.88,1.88,1.81,1.86,－,0.04,1.85,13,1.86,13,0.00
="048559",台耀國泰61購01,"10,000",1,"15,700",1.57,1.57,1.57,1.57,－,0.11,1.54,280,1.56,100,107.50
04855P,TPK群益62售01,0,0,0,--,--,--,--,,0.00,0.57,25,0.58,10,0.00
="048560",台耀國泰61購02,"28,000",3,"51,700",1.88,1.89,1.84,1.89,－,0.10,1.83,230,1.85,100,107.50
="048561",長虹國泰61購01,"10,000",1,"14,300",1.43,1.43,1.43,1.43,＋,0.02,1.41,370,1.42,100,62.50
="048562",昱晶國泰61購02,"176,000",6,"259,120",1.45,1.50,1.45,1.50,＋,0.11,1.39,350,1.40,290,24.20
="048563",昱晶國泰63購01,"97,000",3,"132,060",1.36,1.37,1.36,1.37,X,0.00,1.31,370,1.32,300,24.20
="048564",智伸科國泰61購01,"1,494,000",52,"2,922,990",1.95,2.06,1.85,2.06,＋,0.13,2.05,285,2.06,145,119.50
="048565",勤美國泰61購01,"656,000",21,"620,280",0.87,1.01,0.87,1.01,＋,0.04,0.99,100,1.02,30,38.30
="048566",新日光國泰61購01,"146,000",5,"151,580",1.04,1.05,1.02,1.02,－,0.02,1.01,470,1.02,100,17.10
="048567",盟立國泰61購01,"4,207,000",219,"7,766,390",1.93,2.01,1.77,1.83,－,0.04,1.83,55,1.84,30,47.25
="048568",大成富邦63購01,"240,000",6,"258,800",1.05,1.09,1.05,1.09,＋,0.02,1.08,10,1.09,10,29.90
="048569",友達富邦62購01,"1,963,000",30,"2,102,220",1.10,1.14,1.01,1.02,－,0.13,1.02,10,1.03,10,10.90
04856P,智邦群益62售01,0,0,0,--,--,--,--,,0.00,1.55,25,1.56,10,0.00
="048570",台橡富邦61購01,0,0,0,--,--,--,--,,0.00,0.69,15,0.70,12,27.70
="048571",宏全富邦63購01,0,0,0,--,--,--,--,,0.00,0.94,10,0.95,10,48.00
="048572",長虹富邦63購01,"2,000",1,"1,160",0.58,0.58,0.58,0.58,,0.00,0.57,10,0.58,10,62.50
="048573",昱晶富邦61購01,"203,000",3,"121,800",0.61,0.61,0.59,0.59,X,0.00,0.58,10,0.59,10,24.20
="048574",昱晶富邦63購01,"1,000",1,730,0.73,0.73,0.73,0.73,－,0.03,0.69,10,0.70,10,24.20
="048575",茂林富邦61購01,"15,000",2,"14,000",0.93,0.94,0.93,0.94,＋,0.02,0.93,11,0.94,11,76.10
="048576",智易富邦63購01,"643,000",25,"361,320",0.56,0.59,0.52,0.59,－,0.01,0.58,10,0.59,10,56.20
="048577",新日光富邦61購01,0,0,0,--,--,--,--,,0.00,0.52,30,0.53,30,17.10
="048578",新日光富邦61購02,0,0,0,--,--,--,--,,0.00,0.42,30,0.43,30,17.10
="048579",彰銀富邦61購01,0,0,0,--,--,--,--,,0.00,0.77,15,0.79,10,16.60
04857P,可成元大61售01,0,0,0,--,--,--,--,,0.00,1.50,100,1.51,100,0.00
="048580",潤泰全富邦61購01,0,0,0,--,--,--,--,,0.00,0.82,14,0.83,13,49.35
="048581",聯發科富邦63購01,"202,000",5,"179,880",0.89,0.90,0.89,0.89,＋,0.03,0.87,10,0.88,10,248.00
="048582",鑽全富邦61購01,"544,000",29,"778,300",1.47,1.47,1.35,1.35,－,0.18,1.38,30,1.39,10,93.50
="048583",昱晶康和61購01,0,0,0,--,--,--,--,,0.00,0.44,10,0.45,10,24.20
="048584",智易康和61購01,"29,000",2,"17,580",0.60,0.62,0.60,0.62,－,0.01,0.61,10,0.62,10,56.20
="048585",新日光康和61購01,"59,000",3,"31,170",0.53,0.53,0.52,0.52,X,0.00,0.50,10,0.51,10,17.10
="048586",漢翔康和61購01,"20,000",1,"9,400",0.47,0.47,0.47,0.47,－,0.03,0.47,10,0.48,10,43.00
="048587",綠悅康和61購01,"142,000",1,"107,920",0.76,0.76,0.76,0.76,－,0.06,0.74,10,0.75,10,153.00
="048588",鑽全康和61購01,"120,000",5,"105,270",0.89,0.89,0.80,0.80,－,0.13,0.83,10,0.84,10,93.50
="048589",大成元富61購01,"489,000",7,"639,370",1.26,1.33,1.26,1.33,＋,0.02,1.31,25,1.32,25,29.90
04858P,微星元大61售01,"481,000",15,"625,810",1.46,1.46,1.21,1.35,－,0.06,1.34,100,1.35,80,0.00
="048590",王品元富62購01,"310,000",6,"223,100",0.73,0.73,0.71,0.71,－,0.01,0.71,25,0.72,25,114.50
="048591",台耀元富61購01,"40,000",4,"40,100",1.00,1.02,0.99,0.99,－,0.04,0.97,25,0.98,25,107.50
="048592",金寶元富61購01,"218,000",3,"241,940",1.13,1.13,1.09,1.09,－,0.02,1.10,25,1.11,25,12.10
="048593",昱晶元富61購01,"12,000",1,"11,760",0.98,0.98,0.98,0.98,X,0.00,0.93,25,0.94,25,24.20
="048594",康友元富61購01,"1,042,000",31,"2,541,660",2.40,2.53,2.36,2.48,＋,0.25,2.46,10,2.48,15,506.00
="048595",堤維西元富61購01,"732,000",25,"1,079,680",1.50,1.50,1.43,1.43,－,0.05,1.42,25,1.43,25,27.70
="048596",智易元富61購01,"125,000",3,"158,280",1.27,1.27,1.26,1.26,－,0.12,1.29,25,1.30,25,56.20
="048597",勤美元富61購01,"1,327,000",30,"1,149,700",0.82,0.89,0.81,0.87,＋,0.01,0.89,25,0.90,20,38.30
="048598",新日光元富61購01,"263,000",6,"263,140",1.00,1.01,1.00,1.01,X,0.00,0.97,25,0.98,25,17.10
="048599",盟立元富61購01,"1,169,000",65,"2,683,940",2.40,2.43,2.22,2.22,－,0.10,2.21,119,2.25,25,47.25
04859P,大立光元富61售02,"502,000",9,"765,590",1.58,1.58,1.38,1.38,－,0.29,1.40,25,1.41,25,0.00
="048600",碩天元富61購01,"367,000",9,"343,540",0.94,0.94,0.90,0.90,－,0.03,0.90,25,0.91,25,112.00
="048601",綠悅元富61購01,"258,000",6,"353,400",1.37,1.38,1.35,1.36,－,0.08,1.33,25,1.34,25,153.00
="048602",潤泰全元富61購01,"196,000",3,"184,200",0.95,0.95,0.93,0.93,－,0.11,0.93,125,0.94,25,49.35
="048603",聯發科元富61購01,0,0,0,--,--,--,--,,0.00,1.41,25,1.42,25,248.00
="048604",聯發科元富61購02,0,0,0,--,--,--,--,,0.00,1.95,25,1.96,25,248.00
="048605",聯詠元富61購01,"1,509,000",79,"2,436,670",1.65,1.67,1.45,1.45,－,0.14,1.45,26,1.46,19,114.50
="048606",聯電元富61購01,"1,892,000",40,"1,891,440",1.01,1.01,0.97,0.99,－,0.02,1.03,25,1.05,25,12.45
="048607",鈺齊元富61購01,"786,000",29,"1,100,330",1.42,1.42,1.39,1.40,－,0.01,1.40,18,1.43,25,63.30
="048608",台橡凱基61購01,0,0,0,--,--,--,--,,0.00,0.65,30,0.66,30,27.70
="048609",宏全凱基61購01,0,0,0,--,--,--,--,,0.00,0.92,30,0.93,30,48.00
04860P,台積電元富62售01,"50,000",5,"24,210",0.48,0.50,0.48,0.49,－,0.01,0.48,25,0.49,25,0.00
="048610",晶華凱基61購01,"500,000",11,"556,300",1.12,1.12,1.10,1.12,＋,0.02,1.14,30,1.15,30,191.00
="048611",智易凱基61購01,0,0,0,--,--,--,--,,0.00,0.77,30,0.78,30,56.20
="048612",台積電宏遠61購01,"413,000",8,"431,380",1.06,1.07,1.02,1.05,＋,0.04,1.03,10,1.05,10,171.00
="048613",聯電宏遠61購01,"415,000",9,"363,670",0.91,0.92,0.84,0.86,－,0.07,0.94,11,0.95,10,12.45
="048614",同欣電日盛61購01,"386,000",11,"328,700",0.90,0.90,0.84,0.84,－,0.09,0.81,25,0.82,25,116.50
="048615",康舒日盛61購01,"195,000",8,"212,750",1.07,1.10,1.07,1.10,X,0.00,1.10,25,1.11,25,25.00
="048616",潤泰全日盛61購01,0,0,0,--,--,--,--,,0.00,1.32,25,1.33,25,49.35
="048617",力成統一61購01,"315,000",6,"419,130",1.32,1.36,1.28,1.28,－,0.06,1.27,10,1.28,10,71.10
="048618",大立光統一62購01,"1,875,000",22,"2,800,950",1.42,1.64,1.41,1.64,X,0.00,1.63,15,1.66,498,"3,180.00"
="048619",同欣電統一61購01,"1,750,000",24,"1,459,530",0.86,0.86,0.76,0.76,－,0.08,0.75,30,0.76,3,116.50
04861P,楠梓電元富61售01,0,0,0,--,--,--,--,,0.00,1.53,25,1.54,25,0.00
="048620",深中小統一62購01,0,0,0,--,--,--,--,,0.00,1.30,468,1.31,468,15.53
="048621",晶技統一61購01,"1,156,000",36,"1,710,680",1.35,1.54,1.35,1.47,＋,0.11,1.46,20,1.47,10,46.30
="048622",瑞儀統一63購01,"15,000",2,"12,600",0.84,0.84,0.84,0.84,X,0.00,0.84,10,0.85,10,50.70
="048623",聯發科統一61購01,"1,389,000",12,"1,341,650",0.97,0.97,0.95,0.95,＋,0.02,0.93,10,0.94,10,248.00
="048624",T50反1元大61購01,"23,000",3,"21,410",0.93,0.94,0.93,0.94,－,0.05,0.93,505,0.94,493,17.75
="048625",中磊元大61購01,"444,000",13,"495,250",1.11,1.14,1.06,1.06,－,0.05,1.04,100,1.05,100,68.30
="048626",日月光元大61購01,0,0,0,--,--,--,--,,0.00,1.08,100,1.09,100,36.00
="048627",台橡元大61購01,0,0,0,--,--,--,--,,0.00,1.06,100,1.07,100,27.70
="048628",緯創元大61購01,"330,000",12,"455,360",1.40,1.40,1.35,1.36,－,0.04,1.38,100,1.39,100,23.65
="048629",聯發科元大61購01,"1,373,000",9,"2,022,720",1.49,1.49,1.42,1.42,＋,0.02,1.42,10,1.43,100,248.00
04862P,臺股指元富61售05,"6,000",1,"15,300",2.55,2.55,2.55,2.55,X,0.00,2.56,25,2.57,25,0.00
="048630",兆赫台新62購01,"127,000",7,"121,090",0.97,0.97,0.91,0.91,－,0.12,0.90,10,0.91,10,37.20
="048631",昱晶台新61購01,"65,000",3,"74,850",1.15,1.18,1.11,1.11,－,0.07,1.09,10,1.10,10,24.20
="048632",漢翔台新61購01,0,0,0,--,--,--,--,,0.00,1.50,10,1.52,10,43.00
="048633",日月光永豐61購01,0,0,0,--,--,--,--,,0.00,0.96,10,0.97,10,36.00
="048634",台積電永豐61購02,"470,000",3,"390,250",0.83,0.85,0.83,0.85,＋,0.03,0.84,10,0.85,9,171.00
="048635",致伸永豐61購01,"368,000",7,"354,340",0.98,1.00,0.94,1.00,－,0.01,0.97,10,0.98,10,42.50
="048636",康舒永豐61購01,"200,000",2,"188,000",0.94,0.94,0.94,0.94,X,0.00,0.96,10,0.97,10,25.00
="048637",得力永豐61購01,"2,014,000",75,"2,429,630",1.14,1.26,1.14,1.22,＋,0.06,1.21,10,1.22,20,33.00
="048638",華新永豐61購01,"202,000",4,"162,600",0.80,0.81,0.80,0.80,－,0.03,0.79,10,0.80,10,8.67
="048639",瑞儀永豐61購01,0,0,0,--,--,--,--,,0.00,0.93,10,0.94,10,50.70
04863P,臺股指元富61售06,"30,000",3,"28,400",0.94,0.95,0.94,0.95,X,0.00,0.94,25,0.95,25,0.00
="048640",大立光兆豐62購02,"522,000",2,"878,340",1.68,1.74,1.68,1.74,X,0.00,1.75,10,1.76,10,"3,180.00"
="048641",聯發科永昌61購02,"122,000",6,"359,750",2.88,2.97,2.88,2.95,＋,0.17,2.83,10,2.84,10,0.00
="048642",T50反1元富61購01,"6,000",2,"4,870",0.81,0.82,0.81,0.82,－,0.04,0.81,35,0.82,25,17.75
="048643",T50反1元富61購02,0,0,0,--,--,--,--,,0.00,0.79,25,0.80,25,17.75
="048644",王品元富61購02,"200,000",4,"218,500",1.10,1.11,1.07,1.07,－,0.03,1.08,25,1.09,25,114.50
="048645",福興元富61購01,"355,000",4,"506,520",1.44,1.44,1.42,1.42,－,0.06,1.38,25,1.39,25,52.80
="048646",聯茂元富61購01,"820,000",24,"1,320,800",1.53,1.79,1.52,1.63,＋,0.17,1.61,25,1.63,1,34.10
="048647",T50反1群益61購02,"12,000",3,"13,880",1.14,1.16,1.14,1.16,X,0.00,1.14,25,1.15,10,17.75
="048648",T50反1群益61購03,"5,000",1,"5,300",1.06,1.06,1.06,1.06,－,0.05,1.04,35,1.05,10,17.75
="048649",T50反1群益61購04,"140,000",3,"132,000",0.95,0.95,0.94,0.95,－,0.05,0.94,25,0.95,10,17.75
04864P,潤泰全元富61售02,"106,000",3,"120,840",1.14,1.14,1.14,1.14,X,0.00,1.13,25,1.14,25,0.00
="048650",T50反1群益61購05,"20,000",1,"16,200",0.81,0.81,0.81,0.81,X,0.00,0.81,25,0.82,10,17.75
="048651",上緯群益62購02,"199,000",2,"187,060",0.94,0.94,0.94,0.94,－,0.06,0.89,25,0.90,10,114.50
="048652",大成群益61購01,"299,000",4,"340,860",1.14,1.14,1.14,1.14,X,0.00,1.17,25,1.18,10,29.90
="048653",台化群益61購01,"448,000",9,"616,530",1.37,1.47,1.35,1.46,＋,0.21,1.46,25,1.47,10,82.20
="048654",勤美群益61購01,"772,000",11,"529,190",0.65,0.70,0.64,0.70,＋,0.01,0.72,25,0.73,10,38.30
="048655",新日光群益62購01,"492,000",3,"482,160",0.98,0.98,0.98,0.98,X,0.00,0.95,25,0.96,10,17.10
="048656",瑞軒群益61購01,"701,000",14,"848,090",1.18,1.24,1.17,1.24,－,0.08,1.21,25,1.29,10,23.00
="048657",群創群益61購02,"198,000",2,"116,820",0.59,0.59,0.59,0.59,X,0.00,0.60,25,0.61,10,10.55
="048658",漢翔群益61購01,"394,000",5,"598,140",1.53,1.53,1.48,1.48,－,0.04,1.50,25,1.51,10,43.00
="048659",聚陽群益61購01,"1,492,000",19,"1,383,470",0.91,1.12,0.91,1.11,＋,0.18,1.11,25,1.13,10,160.50
04865P,GIS兆豐62售02,0,0,0,--,--,--,--,,0.00,0.96,10,0.97,10,0.00
="048660",聯發科群益61購01,0,0,0,--,--,--,--,,0.00,1.10,25,1.11,10,248.00
="048661",大成國泰61購02,"772,000",10,"1,298,270",1.59,1.70,1.59,1.70,X,0.00,1.70,348,1.71,270,29.90
="048662",瑞軒國泰61購01,"1,945,000",104,"3,753,130",2.08,2.08,1.88,1.95,－,0.17,1.94,270,1.95,42,23.00
="048663",T50反1富邦61購02,"21,000",12,"12,170",0.58,0.58,0.57,0.57,X,0.00,0.57,50,0.58,10,17.75
="048664",台積電富邦61購05,0,0,0,--,--,--,--,,0.00,0.96,30,0.97,30,171.00
="048665",台積電富邦61購06,"222,000",11,"189,580",0.86,0.88,0.85,0.85,＋,0.01,0.84,30,0.85,30,171.00
="048666",台積電富邦61購07,0,0,0,--,--,--,--,,0.00,0.93,30,0.94,30,171.00
="048667",和碩富邦62購01,"39,000",4,"34,620",0.87,0.90,0.87,0.90,＋,0.10,0.92,10,0.93,10,71.30
="048668",新日興富邦62購01,"200,000",3,"137,200",0.69,0.69,0.67,0.69,－,0.04,0.66,10,0.67,10,102.00
="048669",群創富邦62購01,"499,000",1,"429,140",0.86,0.86,0.86,0.86,－,0.08,0.85,10,0.86,10,10.55
04866P,宏達電兆豐62售03,"118,000",2,"181,720",1.54,1.54,1.54,1.54,X,0.00,1.43,10,1.44,10,0.00
="048670",廣達富邦61購01,"233,000",6,"161,960",0.69,0.75,0.65,0.72,－,0.03,0.69,30,0.70,30,62.30
="048671",聯發科富邦63購02,"579,000",9,"403,820",0.71,0.71,0.68,0.68,,0.00,0.68,10,0.69,10,248.00
="048672",彰銀中信61購01,"10,000",1,"7,200",0.72,0.72,0.72,0.72,＋,0.02,0.73,30,0.74,10,16.60
="048673",聯發科中信62購01,"205,000",3,"221,400",1.08,1.09,1.07,1.07,＋,0.06,1.03,30,1.04,30,248.00
="048674",麗豐中信65購01,0,0,0,--,--,--,--,,0.00,0.58,30,0.59,30,170.50
="048675",可成第一64購01,0,0,0,--,--,--,--,,0.00,1.57,10,1.58,10,226.50
="048676",富邦金第一64購01,0,0,0,--,--,--,--,,0.00,1.44,10,1.45,10,37.15
="048677",榮化群益61購01,"5,000",1,"6,400",1.28,1.28,1.28,1.28,＋,0.07,1.20,25,1.21,10,40.50
="048678",GIS兆豐62購01,"845,000",4,"930,800",1.11,1.14,1.09,1.14,＋,0.03,1.15,10,1.16,10,78.70
="048679",T50反1兆豐62購01,0,0,0,--,--,--,--,,0.00,0.90,10,0.91,10,17.75
04867P,美律兆豐62售01,0,0,0,--,--,--,--,,0.00,1.05,10,1.06,10,0.00
="048680",宏達電兆豐62購02,"422,000",7,"422,620",0.90,1.01,0.90,1.01,－,0.01,1.02,10,1.03,10,101.50
="048681",群創兆豐62購02,"26,000",3,"20,800",0.80,0.82,0.79,0.79,－,0.11,0.80,10,0.81,10,10.55
="048682",群創兆豐62購03,0,0,0,--,--,--,--,,0.00,0.86,10,0.87,10,10.55
="048683",聯發科兆豐62購01,"22,000",1,"63,140",2.87,2.87,2.87,2.87,X,0.00,2.90,10,2.92,10,248.00
="048684",聯發科兆豐62購02,"52,000",1,"65,000",1.25,1.25,1.25,1.25,X,0.00,1.26,10,1.27,10,248.00
="048685",鎧勝兆豐62購01,"192,000",3,"174,390",0.89,0.92,0.89,0.92,X,0.00,0.94,10,0.95,10,114.00
="048686",台積電凱基62購01,0,0,0,--,--,--,--,,0.00,1.77,30,1.79,30,171.00
="048687",同欣電凱基61購01,0,0,0,--,--,--,--,,0.00,0.94,30,0.96,30,116.50
="048688",英業達凱基61購02,0,0,0,--,--,--,--,,0.00,1.31,30,1.33,30,24.80
="048689",智易凱基61購02,0,0,0,--,--,--,--,,0.00,0.86,30,0.87,30,56.20
04868P,和碩中信61售01,0,0,0,--,--,--,--,,0.00,1.07,10,1.08,10,0.00
="048690",聯發科凱基61購01,"710,000",4,"698,200",0.98,0.99,0.95,0.95,＋,0.01,0.94,30,0.95,30,248.00
="048691",T50反1日盛61購01,0,0,0,--,--,--,--,,0.00,1.08,25,1.09,25,17.75
="048692",友達日盛61購02,"249,000",7,"273,570",1.17,1.17,1.05,1.05,－,0.12,1.03,26,1.05,25,10.90
="048693",日友日盛61購01,0,0,0,--,--,--,--,,0.00,0.79,25,0.81,25,149.00
="048694",聚陽日盛61購01,"169,000",7,"192,140",1.04,1.36,1.03,1.32,＋,0.25,1.32,25,1.34,25,160.50
="048695",FB上証統一62購01,0,0,0,--,--,--,--,,0.00,1.13,10,1.14,10,27.20
="048696",FB上証統一63購01,0,0,0,--,--,--,--,,0.00,1.19,10,1.20,10,27.20
="048697",可成統一62購01,"2,407,000",13,"1,827,920",0.74,0.81,0.74,0.80,＋,0.10,0.79,10,0.80,10,226.50
="048698",美利達統一62購01,"120,000",3,"133,200",1.11,1.11,1.11,1.11,X,0.00,1.11,68,1.12,68,143.00
="048699",深中小統一62購02,0,0,0,--,--,--,--,,0.00,1.06,10,1.07,10,15.53
04869P,臺股指中信61售03,"50,000",2,"37,000",0.74,0.74,0.74,0.74,X,0.00,0.73,499,0.74,299,0.00
="048700",深中小統一63購01,0,0,0,--,--,--,--,,0.00,1.34,10,1.35,10,15.53
="048701",群創統一63購01,"10,000",1,"5,200",0.52,0.52,0.52,0.52,－,0.03,0.51,20,0.52,10,10.55
="048702",葡萄王統一63購01,"275,000",4,"279,430",1.01,1.02,1.01,1.02,X,0.00,1.01,68,1.02,68,212.00
="048703",聯發科統一62購01,0,0,0,--,--,--,--,,0.00,0.77,20,0.78,10,248.00
="048704",聯鈞統一63購01,"1,481,000",25,"1,356,050",0.90,0.97,0.88,0.95,＋,0.13,0.93,10,0.94,10,128.50
="048705",卜蜂元富61購01,"1,002,000",14,"1,123,250",1.09,1.16,1.09,1.13,X,0.00,1.12,25,1.13,25,37.65
="048706",華航元富61購01,0,0,0,--,--,--,--,,0.00,1.15,25,1.16,25,9.28
