105年07月12日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
03732P,IS元大,"459,000",12,"351,180",0.77,0.78,0.76,0.76,－,0.05,0.76,100,0.77,100,0.00
03733P,日盛CD,"140,000",4,"34,100",0.25,0.25,0.22,0.22,,0.00,0.20,125,0.24,20,101.50
03734P,LV國泰,"367,000",29,"260,140",0.76,0.76,0.64,0.65,－,0.16,0.65,499,0.66,200,0.00
03735P,LW國泰,"326,000",12,"281,800",0.95,0.95,0.79,0.81,－,0.22,0.81,420,0.82,120,0.00
03736P,LX國泰,"192,000",8,"104,780",0.59,0.59,0.54,0.54,－,0.08,0.54,499,0.55,100,0.00
03737P,KR富邦,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,0.00
03738P,凱基JU,"160,000",2,"96,000",0.60,0.60,0.60,0.60,＋,0.02,0.66,30,0.68,30,0.00
03739P,日盛CE,0,0,0,--,--,--,--,,0.00,0.42,25,0.43,25,"3,180.00"
03740P,統一JX,"979,000",19,"326,200",0.35,0.35,0.32,0.33,－,0.02,0.33,50,0.34,10,0.00
03741P,4Z永豐,0,0,0,--,--,--,--,,0.00,0.51,10,0.52,10,0.00
03742P,5A永豐,"198,000",1,"198,000",1.00,1.00,1.00,1.00,－,0.02,1.00,10,1.01,10,0.00
03743P,台新6H,"51,000",2,"71,920",1.42,1.42,1.41,1.41,－,0.01,1.44,10,1.45,10,0.00
03744P,國票NA,0,0,0,--,--,--,--,,0.00,0.45,200,0.46,60,0.00
03745P,國票NB,0,0,0,--,--,--,--,,0.00,0.61,200,0.62,10,0.00
03746P,7L群益,"525,000",7,"900,620",1.77,1.77,1.53,1.53,－,0.28,1.52,25,1.53,10,0.00
03747P,7M群益,"1,000",1,"2,600",2.60,2.60,2.60,2.60,X,0.00,2.50,25,2.52,10,0.00
03748P,7N群益,"81,000",1,"108,540",1.34,1.34,1.34,1.34,－,0.03,1.35,25,1.36,10,0.00
="037498",E4群益,0,0,0,--,--,--,--,,0.00,0.01,25,0.10,10,17.75
03749P,7P群益,0,0,0,--,--,--,--,,0.00,3.54,25,3.59,10,0.00
03750P,7Q群益,"354,000",8,"512,970",1.45,1.46,1.44,1.44,－,0.07,1.45,25,1.46,10,0.00
03751P,7R群益,"1,286,000",14,"1,239,940",0.97,0.98,0.94,0.98,＋,0.01,0.94,25,0.95,10,0.00
03752P,7S群益,"30,000",5,"39,200",1.35,1.35,1.27,1.27,－,0.13,1.28,25,1.29,10,0.00
03753P,兆豐9K,"40,000",2,"20,400",0.53,0.53,0.49,0.49,－,0.20,0.47,10,0.48,10,0.00
03754P,兆豐9L,"584,000",32,"253,600",0.46,0.46,0.38,0.39,－,0.10,0.37,60,0.38,10,0.00
03755P,兆豐9M,"99,000",1,"55,440",0.56,0.56,0.56,0.56,－,0.05,0.56,10,0.57,10,0.00
03756P,兆豐9N,0,0,0,--,--,--,--,,0.00,0.38,10,0.39,10,0.00
03757P,A4兆豐,"192,000",2,"123,830",0.64,0.65,0.64,0.65,X,0.00,0.66,10,0.67,10,0.00
03758P,A5兆豐,"439,000",28,"418,910",0.99,1.00,0.93,0.93,－,0.10,0.92,35,0.93,10,0.00
="037597",LP第一,0,0,0,--,--,--,--,,0.00,0.05,10,0.12,10,61.40
03759P,A6兆豐,0,0,0,--,--,--,--,,0.00,0.19,10,0.20,10,0.00
03760P,LQ元富,"162,000",4,"132,900",0.82,0.84,0.82,0.84,－,0.01,0.83,25,0.84,22,0.00
03761P,LR元富,"351,000",6,"386,930",1.11,1.12,1.08,1.10,,0.00,1.12,25,1.13,25,0.00
03762P,康和FK,0,0,0,--,--,--,--,,0.00,0.38,10,0.39,10,0.00
03763P,康和FL,0,0,0,--,--,--,--,,0.00,0.62,10,0.64,17,0.00
03764P,統一KC,0,0,0,--,--,--,--,,0.00,0.22,20,0.23,10,0.00
03765P,統一KD,0,0,0,--,--,--,--,,0.00,0.44,10,0.45,10,0.00
03766P,凱基KA,0,0,0,--,--,--,--,,0.00,1.22,30,1.29,3,0.00
03767P,7V群益,0,0,0,--,--,--,--,,0.00,3.04,25,3.10,10,0.00
03768P,7W群益,"1,008,000",14,"814,780",0.84,0.86,0.76,0.77,－,0.06,0.76,25,0.77,10,0.00
03769P,MG元富,0,0,0,--,--,--,--,,0.00,1.11,25,1.12,25,0.00
03770P,MH元富,0,0,0,--,--,--,--,,0.00,0.92,25,0.93,25,0.00
03771P,MJ元富,"1,000",1,760,0.76,0.76,0.76,0.76,,0.00,0.74,25,0.75,25,0.00
03772P,MK元富,"102,000",12,"32,710",0.32,0.33,0.31,0.33,－,0.01,0.32,25,0.33,25,0.00
03773P,康和FM,"48,000",2,"18,900",0.40,0.40,0.37,0.37,－,0.10,0.27,88,0.38,10,0.00
03774P,JG元大,"30,000",1,"20,400",0.68,0.68,0.68,0.68,－,0.04,0.66,495,0.67,495,0.00
03775P,JH元大,"15,000",1,"19,200",1.28,1.28,1.28,1.28,－,0.05,1.25,510,1.26,495,0.00
03776P,JI元大,"65,000",4,"107,950",1.69,1.69,1.64,1.64,－,0.12,1.64,495,1.65,495,0.00
03777P,JJ元大,0,0,0,--,--,--,--,,0.00,0.44,100,0.45,100,0.00
03778P,JL元大,"120,000",5,"21,600",0.18,0.18,0.18,0.18,－,0.07,0.17,100,0.18,100,0.00
03779P,JM元大,"1,693,000",34,"423,890",0.30,0.30,0.21,0.26,－,0.02,0.25,100,0.26,45,0.00
="037805",LS第一,0,0,0,--,--,--,--,,0.00,0.04,10,0.10,84,75.50
03780P,JN元大,0,0,0,--,--,--,--,,0.00,0.58,100,0.60,10,0.00
03781P,5H永豐,"226,000",5,"251,260",1.12,1.12,1.06,1.09,－,0.10,1.08,10,1.09,10,0.00
03782P,5I永豐,"483,000",7,"811,040",1.69,1.69,1.66,1.68,＋,0.12,1.67,13,1.68,7,0.00
03783P,台新6L,0,0,0,--,--,--,--,,0.00,1.96,10,1.99,10,0.00
03784P,凱基KD,0,0,0,--,--,--,--,,0.00,1.70,30,1.73,30,0.00
03785P,凱基KE,"1,068,000",17,"416,980",0.39,0.42,0.38,0.42,＋,0.04,0.41,30,0.42,30,0.00
03786P,凱基KF,"411,000",11,"349,170",0.86,0.87,0.83,0.83,－,0.12,0.82,30,0.83,30,0.00
03787P,統一KK,0,0,0,--,--,--,--,,0.00,0.78,10,0.83,10,0.00
03788P,8F群益,0,0,0,--,--,--,--,,0.00,2.06,25,2.08,10,0.00
03789P,8G群益,0,0,0,--,--,--,--,,0.00,0.95,25,0.96,10,0.00
03790P,8H群益,"164,000",6,"210,940",1.30,1.30,1.24,1.24,－,0.15,1.24,15,1.25,10,0.00
03791P,8I群益,"119,000",2,"51,100",0.42,0.43,0.42,0.43,X,0.00,0.42,25,0.43,10,0.00
03792P,8J群益,0,0,0,--,--,--,--,,0.00,0.39,25,0.40,10,0.00
03793P,8K群益,"200,000",1,"142,000",0.71,0.71,0.71,0.71,－,0.07,0.72,45,0.73,10,0.00
03794P,MS元富,0,0,0,--,--,--,--,,0.00,0.29,25,0.33,25,0.00
03795P,MT元富,"58,000",1,"45,240",0.78,0.78,0.78,0.78,－,0.08,0.72,25,0.73,25,0.00
03796P,MU元富,"86,000",6,"107,960",1.27,1.28,1.21,1.22,－,0.07,1.24,25,1.25,12,0.00
03797P,LC富邦,"862,000",39,"601,360",0.70,0.73,0.68,0.73,＋,0.01,0.71,11,0.72,14,0.00
03798P,LD富邦,"220,000",3,"71,400",0.37,0.37,0.30,0.30,－,0.05,0.30,100,0.31,30,0.00
03799P,中信93,"838,000",17,"330,990",0.40,0.41,0.38,0.38,－,0.03,0.37,179,0.38,59,0.00
03800P,5W永豐,"13,000",2,"12,620",0.98,0.98,0.94,0.94,－,0.03,0.95,10,0.96,10,0.00
03801P,5X永豐,"1,000",1,760,0.76,0.76,0.76,0.76,－,0.09,0.73,12,0.74,10,0.00
03802P,5Y永豐,"157,000",3,"180,550",1.15,1.15,1.15,1.15,－,0.04,1.15,10,1.16,10,0.00
03803P,5Z永豐,"90,000",4,"65,800",0.74,0.75,0.70,0.73,－,0.03,0.73,10,0.74,20,0.00
03804P,凱基KM,0,0,0,--,--,--,--,,0.00,0.35,30,0.36,30,0.00
03805P,凱基KN,0,0,0,--,--,--,--,,0.00,0.43,30,0.44,30,0.00
03806P,凱基KP,"20,000",1,"7,600",0.38,0.38,0.38,0.38,－,0.01,0.38,30,0.39,30,0.00
03807P,凱基KU,"391,000",25,"220,260",0.58,0.59,0.54,0.56,－,0.06,0.56,70,0.57,30,0.00
03808P,C4兆豐,"10,000",1,"9,800",0.98,0.98,0.98,0.98,X,0.00,1.00,10,1.01,10,0.00
03809P,NB元富,"289,000",12,"355,810",1.26,1.27,1.18,1.23,－,0.11,1.22,25,1.23,25,0.00
03810P,NC元富,"100,000",2,"19,000",0.19,0.19,0.19,0.19,X,0.00,0.20,25,0.21,25,0.00
03811P,康和FN,0,0,0,--,--,--,--,,0.00,0.57,10,0.58,10,0.00
03812P,日盛CK,0,0,0,--,--,--,--,,0.00,0.64,25,0.65,25,66.60
03813P,日盛CL,"7,000",1,"4,270",0.61,0.61,0.61,0.61,,0.00,0.61,25,0.62,25,185.00
03814P,日盛CM,"97,000",5,"124,630",1.33,1.33,1.26,1.29,－,0.08,1.28,25,1.29,25,0.00
03815P,9A群益,"634,000",13,"500,900",0.77,0.82,0.76,0.81,＋,0.04,0.81,25,0.82,10,0.00
03816P,9C群益,0,0,0,--,--,--,--,,0.00,0.91,25,0.92,10,0.00
03817P,9D群益,0,0,0,--,--,--,--,,0.00,1.09,25,1.11,10,0.00
03818P,9E群益,"25,000",1,"16,750",0.67,0.67,0.67,0.67,－,0.06,0.66,25,0.67,10,0.00
03819P,9F群益,0,0,0,--,--,--,--,,0.00,0.48,25,0.51,10,0.00
03820P,9G群益,"72,000",2,"106,400",1.42,1.55,1.42,1.55,X,0.00,1.54,25,1.55,10,0.00
03821P,9H群益,0,0,0,--,--,--,--,,0.00,0.92,25,0.93,10,0.00
03822P,ME國泰,"42,000",2,"92,060",2.15,2.23,2.15,2.23,X,0.00,2.24,30,2.26,30,0.00
03823P,LN富邦,0,0,0,--,--,--,--,,0.00,0.35,22,0.36,22,0.00
03824P,LP富邦,"86,000",9,"44,060",0.53,0.53,0.50,0.50,－,0.07,0.50,30,0.51,10,0.00
03825P,統一KR,0,0,0,--,--,--,--,,0.00,0.46,468,0.47,468,0.00
03826P,統一KS,"1,588,000",43,"498,450",0.33,0.33,0.30,0.31,－,0.03,0.31,588,0.32,326,0.00
03827P,統一KT,0,0,0,--,--,--,--,,0.00,0.40,20,0.41,10,0.00
03828P,凱基KX,"250,000",11,"276,300",1.17,1.17,1.09,1.11,－,0.11,1.11,25,1.12,30,0.00
03829P,凱基KY,"10,000",1,"8,800",0.88,0.88,0.88,0.88,－,0.10,0.88,30,0.89,30,0.00
03830P,凱基KZ,"89,000",8,"58,830",0.67,0.67,0.65,0.66,－,0.07,0.66,30,0.67,30,0.00
03831P,KM元大,0,0,0,--,--,--,--,,0.00,0.90,100,0.91,100,0.00
03832P,KN元大,"100,000",1,"101,000",1.01,1.01,1.01,1.01,X,0.00,1.03,100,1.04,100,0.00
03833P,KP元大,"5,000",1,"6,400",1.28,1.28,1.28,1.28,－,0.10,1.25,100,1.26,100,0.00
03834P,C7兆豐,"395,000",18,"301,960",0.78,0.78,0.74,0.76,－,0.07,0.76,20,0.77,10,0.00
03835P,C8兆豐,"50,000",3,"37,900",0.75,0.76,0.75,0.76,－,0.08,0.76,10,0.77,10,0.00
03836P,C9兆豐,"19,000",2,"11,860",0.64,0.64,0.61,0.61,－,0.03,0.59,10,0.60,10,0.00
03837P,D1兆豐,0,0,0,--,--,--,--,,0.00,0.67,10,0.68,10,0.00
03838P,D2兆豐,0,0,0,--,--,--,--,,0.00,0.41,10,0.42,10,0.00
03839P,D3兆豐,"20,000",2,"29,900",1.55,1.55,1.44,1.44,－,0.06,1.43,10,--,0,0.00
03840P,D4兆豐,"162,000",3,"97,100",0.60,0.60,0.59,0.60,－,0.03,0.60,10,0.61,10,0.00
03841P,D5兆豐,0,0,0,--,--,--,--,,0.00,1.29,10,1.30,10,0.00
03842P,NF元富,"969,000",33,"549,420",0.60,0.60,0.55,0.57,－,0.07,0.57,25,0.58,31,0.00
="038434",ML第一,"99,000",2,"40,590",0.41,0.41,0.41,0.41,－,0.04,0.42,10,0.43,10,26.45
03843P,NG元富,"156,000",4,"116,890",0.76,0.76,0.73,0.74,－,0.08,0.74,115,0.75,25,0.00
03844P,NH元富,"943,000",18,"421,240",0.48,0.48,0.44,0.45,－,0.03,0.44,50,0.45,50,0.00
03845P,MI國泰,"2,188,000",49,"807,010",0.38,0.39,0.35,0.37,－,0.05,0.36,549,0.37,195,0.00
03846P,LT富邦,"189,000",13,"89,160",0.48,0.48,0.47,0.47,－,0.04,0.46,300,0.47,190,0.00
03847P,LU富邦,"104,000",2,"64,560",0.62,0.64,0.62,0.64,－,0.04,0.63,205,0.64,200,0.00
03848P,LV富邦,0,0,0,--,--,--,--,,0.00,0.42,200,0.43,200,0.00
03849P,01群益,0,0,0,--,--,--,--,,0.00,0.65,499,0.66,499,0.00
03850P,02群益,"356,000",6,"153,340",0.44,0.44,0.43,0.44,－,0.05,0.43,499,0.44,499,0.00
03851P,03群益,0,0,0,--,--,--,--,,0.00,0.77,499,0.78,499,0.00
03852P,04群益,"30,000",1,"35,700",1.19,1.19,1.19,1.19,－,0.09,1.18,499,1.19,499,0.00
03853P,05群益,"453,000",32,"792,020",1.81,1.81,1.71,1.75,－,0.11,1.74,499,1.75,499,0.00
03854P,07群益,0,0,0,--,--,--,--,,0.00,0.42,499,0.43,499,0.00
03855P,09群益,"40,000",2,"73,400",1.84,1.84,1.83,1.83,－,0.08,1.83,499,1.84,499,0.00
="038563",MP第一,"99,000",3,"125,730",1.27,1.27,1.27,1.27,＋,0.06,1.24,10,1.26,10,185.00
="038569",K4國泰,0,0,0,--,--,--,--,,0.00,0.06,499,--,0,156.00
03856P,10群益,"209,000",6,"402,430",1.92,1.94,1.91,1.94,＋,0.21,1.92,25,1.94,10,0.00
03857P,11群益,0,0,0,--,--,--,--,,0.00,0.99,25,1.00,10,0.00
03858P,9R群益,"380,000",5,"83,900",0.23,0.23,0.21,0.22,－,0.03,0.21,449,0.22,499,0.00
03859P,9S群益,"1,000",1,250,0.25,0.25,0.25,0.25,X,0.00,0.25,499,0.26,499,0.00
03860P,9T群益,0,0,0,--,--,--,--,,0.00,0.28,499,0.29,499,0.00
03861P,9U群益,"198,000",2,"58,410",0.30,0.30,0.29,0.29,－,0.03,0.29,400,0.30,499,0.00
03862P,9V群益,0,0,0,--,--,--,--,,0.00,0.35,499,0.36,499,0.00
03863P,9W群益,0,0,0,--,--,--,--,,0.00,0.44,499,0.45,499,0.00
03864P,9X群益,0,0,0,--,--,--,--,,0.00,0.34,499,0.35,499,0.00
03865P,9Y群益,0,0,0,--,--,--,--,,0.00,0.50,499,0.51,499,0.00
03866P,9Z群益,0,0,0,--,--,--,--,,0.00,0.54,499,0.55,499,0.00
03867P,中信98,0,0,0,--,--,--,--,,0.00,3.95,10,3.98,30,0.00
03868P,中信A3,"103,000",5,"185,220",1.84,1.85,1.78,1.85,－,0.12,1.80,30,1.81,30,0.00
03869P,中信A4,"10,000",1,"7,500",0.75,0.75,0.75,0.75,X,0.00,0.75,30,0.76,30,0.00
03870P,6P永豐,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,0.00
="038712",富邦G8,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,68.30
03871P,6Q永豐,"40,000",4,"34,800",0.87,0.88,0.86,0.87,－,0.09,0.86,20,0.87,10,0.00
03872P,6R永豐,0,0,0,--,--,--,--,,0.00,0.65,10,0.66,10,0.00
03873P,6S永豐,"130,000",5,"95,200",0.77,0.77,0.72,0.72,－,0.07,0.73,10,0.74,10,0.00
03874P,6T永豐,0,0,0,--,--,--,--,,0.00,1.04,10,1.05,10,0.00
03875P,6U永豐,"197,000",14,"221,530",1.16,1.16,1.11,1.13,－,0.08,1.13,10,1.14,10,0.00
03876P,台新6W,0,0,0,--,--,--,--,,0.00,0.56,10,0.57,10,0.00
03877P,台新6X,0,0,0,--,--,--,--,,0.00,0.61,10,0.62,10,0.00
03878P,NM元富,0,0,0,--,--,--,--,,0.00,1.00,25,1.02,25,0.00
03879P,NN元富,"181,000",5,"354,290",1.91,2.00,1.91,2.00,＋,0.14,2.01,25,2.03,25,0.00
03880P,NP元富,0,0,0,--,--,--,--,,0.00,1.06,25,1.08,25,0.00
03881P,康和FP,"10,000",1,"4,800",0.48,0.48,0.48,0.48,＋,0.01,0.48,10,0.49,10,0.00
03882P,康和FQ,0,0,0,--,--,--,--,,0.00,0.25,10,0.26,10,0.00
03883P,日盛CT,"73,000",5,"16,030",0.23,0.23,0.21,0.21,－,0.04,0.21,25,0.22,25,67.60
03884P,統一KX,"30,000",3,"14,350",0.48,0.49,0.46,0.46,－,0.06,0.47,308,0.48,10,0.00
03885P,凱基LF,"30,000",3,"8,700",0.29,0.29,0.29,0.29,－,0.01,0.29,30,0.30,30,0.00
03886P,凱基LG,0,0,0,--,--,--,--,,0.00,0.59,30,0.60,30,0.00
03887P,凱基LS,"355,000",21,"146,630",0.42,0.43,0.40,0.41,－,0.06,0.41,30,0.42,30,0.00
03888P,16群益,"751,000",8,"1,317,270",1.84,1.84,1.65,1.69,－,0.16,1.67,25,1.68,10,0.00
03889P,17群益,"170,000",3,"148,450",0.85,0.89,0.85,0.88,,0.00,0.85,25,0.86,10,0.00
03890P,18群益,"50,000",1,"28,000",0.56,0.56,0.56,0.56,X,0.00,0.55,25,0.56,10,0.00
03891P,19群益,"266,000",10,"337,360",1.31,1.31,1.25,1.26,－,0.08,1.26,25,1.27,10,0.00
03892P,20群益,"40,000",2,"17,800",0.46,0.46,0.44,0.44,－,0.10,0.44,25,0.45,10,0.00
03893P,21群益,"586,000",26,"990,780",1.72,1.73,1.66,1.72,＋,0.16,1.71,10,1.72,9,0.00
03894P,22群益,0,0,0,--,--,--,--,,0.00,0.41,25,0.44,10,0.00
03895P,KY元大,"397,000",10,"134,690",0.37,0.37,0.32,0.33,－,0.03,0.32,103,0.33,50,0.00
="038965",NA第一,"2,000",1,"5,060",2.53,2.53,2.53,2.53,＋,0.32,2.63,10,2.68,10,229.00
03896P,MC富邦,"10,000",1,"10,500",1.05,1.05,1.05,1.05,－,0.01,1.06,22,1.08,22,0.00
03897P,7I永豐,0,0,0,--,--,--,--,,0.00,0.66,10,0.67,10,0.00
03898P,7J永豐,0,0,0,--,--,--,--,,0.00,0.94,10,0.95,10,0.00
03899P,7K永豐,0,0,0,--,--,--,--,,0.00,0.81,10,0.82,10,0.00
03900P,7L永豐,"30,000",1,"27,600",0.92,0.92,0.92,0.92,X,0.00,0.91,10,0.92,10,0.00
03901P,7M永豐,"30,000",2,"10,800",0.36,0.36,0.36,0.36,－,0.04,0.35,10,0.36,10,0.00
03902P,凱基LT,"335,000",7,"42,650",0.13,0.13,0.12,0.12,－,0.01,0.12,90,0.13,180,0.00
03903P,凱基LU,"35,000",2,"33,950",0.97,0.97,0.97,0.97,＋,0.04,0.95,30,0.97,30,0.00
03904P,凱基LV,"750,000",15,"572,050",0.81,0.81,0.68,0.69,－,0.17,0.69,30,0.71,30,0.00
03905P,G5兆豐,"40,000",3,"8,600",0.21,0.22,0.21,0.22,＋,0.04,0.21,10,0.24,10,0.00
03906P,G6兆豐,0,0,0,--,--,--,--,,0.00,0.62,10,0.63,10,0.00
03907P,G7兆豐,0,0,0,--,--,--,--,,0.00,0.71,10,0.72,10,0.00
03908P,G8兆豐,"40,000",2,"31,800",0.78,0.81,0.78,0.81,－,0.01,0.80,10,0.81,10,0.00
03909P,G9兆豐,"42,000",2,"105,720",2.54,2.54,2.51,2.51,－,0.02,2.57,10,2.58,10,0.00
03910P,J5兆豐,0,0,0,--,--,--,--,,0.00,0.22,10,0.23,10,0.00
03911P,J6兆豐,0,0,0,--,--,--,--,,0.00,0.24,10,0.25,10,0.00
03912P,LB元大,0,0,0,--,--,--,--,,0.00,0.86,100,0.87,100,0.00
03913P,LC元大,"144,000",2,"86,250",0.60,0.60,0.59,0.59,－,0.07,0.57,100,0.58,100,0.00
03914P,LD元大,"234,000",9,"227,870",1.01,1.01,0.96,0.99,－,0.02,0.97,100,0.98,100,0.00
03915P,27群益,"1,568,000",22,"1,974,500",1.36,1.36,1.19,1.19,－,0.13,1.20,25,1.21,10,0.00
03916P,7V永豐,"205,000",4,"165,900",0.82,0.82,0.79,0.80,－,0.04,0.79,10,0.80,10,0.00
03917P,7W永豐,"402,000",8,"300,500",0.74,0.75,0.74,0.75,X,0.00,0.75,10,0.76,10,0.00
03918P,台新6Z,"257,000",6,"188,910",0.75,0.75,0.73,0.74,－,0.04,0.74,13,0.75,10,0.00
03919P,台新7A,"260,000",6,"300,000",1.15,1.16,1.15,1.15,＋,0.05,1.16,10,1.17,10,0.00
03920P,台新7B,"24,000",3,"21,220",0.89,0.89,0.88,0.88,－,0.02,0.88,10,0.89,10,0.00
03921P,台新7C,0,0,0,--,--,--,--,,0.00,1.08,10,1.09,10,0.00
03922P,台新7D,0,0,0,--,--,--,--,,0.00,0.59,10,0.60,10,0.00
03923P,台新7E,0,0,0,--,--,--,--,,0.00,0.96,10,0.97,10,0.00
03924P,台新7F,"110,000",3,"107,100",0.96,0.99,0.96,0.99,＋,0.01,1.00,10,1.01,10,0.00
03925P,台新7G,"173,000",3,"67,600",0.38,0.40,0.38,0.40,＋,0.04,0.40,117,0.42,10,0.00
03926P,NX元富,"2,000",1,700,0.35,0.35,0.35,0.35,X,0.00,0.35,25,0.36,25,0.00
03927P,NY元富,0,0,0,--,--,--,--,,0.00,0.54,25,0.57,25,0.00
03928P,NZ元富,"25,000",1,"10,000",0.40,0.40,0.40,0.40,－,0.05,0.37,25,0.40,2,0.00
03929P,元富01,"419,000",9,"551,420",1.33,1.33,1.30,1.30,－,0.09,1.32,25,1.33,25,0.00
03930P,元富02,0,0,0,--,--,--,--,,0.00,0.18,25,0.19,25,0.00
03931P,元富03,"260,000",10,"55,200",0.24,0.24,0.18,0.18,－,0.07,0.17,25,0.18,25,0.00
03932P,元富04,"490,000",8,"253,760",0.52,0.52,0.50,0.52,－,0.05,0.51,25,0.52,25,0.00
03933P,元富05,"10,000",1,"5,600",0.56,0.56,0.56,0.56,－,0.06,0.55,25,0.56,25,0.00
03934P,元富06,"109,000",3,"63,340",0.60,0.60,0.58,0.58,－,0.05,0.58,25,0.59,25,0.00
03935P,30群益,"778,000",31,"980,170",1.31,1.31,1.22,1.25,－,0.12,1.25,25,1.26,10,0.00
03936P,31群益,"145,000",9,"138,300",0.97,0.97,0.94,0.96,－,0.08,0.95,25,0.96,10,0.00
03937P,中信B1,0,0,0,--,--,--,--,,0.00,0.37,99,0.39,99,0.00
03938P,7Y永豐,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,0.00
="039393",NN第一,"40,000",2,"4,800",0.12,0.12,0.12,0.12,X,0.00,0.14,10,0.15,10,180.00
="039394",NQ第一,0,0,0,--,--,--,--,,0.00,0.27,10,0.28,10,68.30
03939P,7Z永豐,"220,000",4,"135,200",0.62,0.62,0.61,0.61,－,0.05,0.60,10,0.61,10,0.00
="039403",NA統一,"1,000",1,"1,210",1.21,1.21,1.21,1.21,X,0.00,1.18,40,1.23,20,171.00
="039408",M4凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,25.85
03940P,統一LC,0,0,0,--,--,--,--,,0.00,0.57,20,0.58,10,0.00
03941P,凱基MD,"375,000",8,"545,860",1.52,1.52,1.43,1.44,－,0.12,1.36,30,1.37,30,0.00
03942P,LK元大,"5,000",1,"4,400",0.88,0.88,0.88,0.88,－,0.02,0.88,120,0.89,100,0.00
03943P,LL元大,"388,000",6,"169,220",0.45,0.45,0.43,0.44,－,0.03,0.42,100,0.43,100,0.00
03944P,MM國泰,"4,000",1,"4,720",1.18,1.18,1.18,1.18,－,0.04,1.17,410,1.19,100,0.00
03945P,統一LD,0,0,0,--,--,--,--,,0.00,0.64,20,0.65,10,0.00
="039464",M6凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,25.85
03946P,日盛DD,"156,000",6,"121,940",0.79,0.79,0.76,0.79,－,0.04,0.78,25,0.79,25,83.30
03947P,32群益,"1,037,000",9,"730,670",0.71,0.72,0.70,0.70,,0.00,0.70,25,0.71,10,0.00
03948P,33群益,"4,000",1,"2,240",0.56,0.56,0.56,0.56,＋,0.01,0.56,25,0.57,10,0.00
03949P,34群益,"20,000",2,"21,200",1.06,1.06,1.06,1.06,＋,0.03,1.05,25,1.06,10,0.00
03950P,LU元大,"1,741,000",40,"2,043,550",1.13,1.20,1.12,1.20,＋,0.09,1.20,100,1.21,100,0.00
03951P,LW元大,"923,000",13,"879,340",0.96,0.96,0.89,0.90,－,0.14,0.89,100,0.90,100,0.00
03952P,凱基MG,"200,000",2,"164,000",0.82,0.82,0.82,0.82,X,0.00,0.82,30,0.84,30,0.00
03953P,8F永豐,"20,000",2,"19,100",0.97,0.97,0.94,0.94,－,0.07,0.95,10,0.96,10,0.00
03954P,8G永豐,"35,000",3,"25,740",0.74,0.74,0.73,0.74,－,0.06,0.72,10,0.73,10,0.00
03955P,8H永豐,0,0,0,--,--,--,--,,0.00,0.48,10,0.49,10,0.00
03956P,MP國泰,"2,000",1,"1,500",0.75,0.75,0.75,0.75,X,0.00,0.66,499,0.75,98,0.00
03957P,MQ國泰,"40,000",2,"69,600",1.73,1.75,1.73,1.75,X,0.00,1.75,270,1.79,50,0.00
03958P,MP富邦,"85,000",4,"51,450",0.59,0.61,0.59,0.61,－,0.02,0.61,10,0.63,14,0.00
03959P,MQ富邦,"30,000",1,"24,000",0.80,0.80,0.80,0.80,,0.00,0.80,15,0.81,10,0.00
03960P,台新7H,0,0,0,--,--,--,--,,0.00,1.20,10,1.24,10,0.00
03961P,凱基MK,"220,000",5,"64,800",0.29,0.30,0.29,0.29,－,0.02,0.29,40,0.30,30,0.00
03962P,MR國泰,"225,000",7,"333,470",1.47,1.49,1.46,1.49,－,0.07,1.49,350,1.50,100,0.00
03963P,MS國泰,"310,000",3,"895,800",2.89,2.89,2.88,2.88,－,0.16,2.64,170,2.67,50,0.00
03964P,元富17,"469,000",4,"339,680",0.72,0.73,0.72,0.72,,0.00,0.71,25,0.72,25,0.00
03965P,日盛DE,0,0,0,--,--,--,--,,0.00,0.09,25,0.10,25,171.00
03966P,統一LK,0,0,0,--,--,--,--,,0.00,0.44,10,0.45,10,0.00
03967P,統一LL,"80,000",3,"54,900",0.66,0.69,0.66,0.69,,0.00,0.66,10,0.67,10,0.00
03968P,MB元大,"850,000",15,"1,079,150",1.27,1.29,1.25,1.28,－,0.03,1.29,100,1.30,100,0.00
03969P,MC元大,"518,000",11,"615,380",1.22,1.23,1.15,1.16,－,0.09,1.17,200,1.18,100,0.00
03970P,MD元大,"20,000",2,"12,200",0.61,0.61,0.61,0.61,X,0.00,0.60,100,0.61,10,0.00
03971P,ME元大,"405,000",8,"269,050",0.70,0.70,0.65,0.67,－,0.03,0.67,101,0.68,100,0.00
03972P,J8兆豐,"155,000",8,"203,160",1.31,1.32,1.29,1.32,－,0.04,1.33,10,1.34,10,0.00
03973P,J9兆豐,0,0,0,--,--,--,--,,0.00,0.82,10,0.83,10,0.00
03974P,K1兆豐,"164,000",2,"217,300",1.34,1.34,1.31,1.31,＋,0.02,1.31,10,1.32,10,0.00
03975P,K2兆豐,0,0,0,--,--,--,--,,0.00,0.17,10,0.18,10,0.00
